Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
0.4958817159022646,0.6619286595031065,0.0720567057903962,1589.2646,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0333367354154361,-0.3633233694715318,-0.3435107079348197,2145.2076,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7646092256588506,0.04025746991650218,0.8929345864857307,1977.426,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.815508531709873,0.060947861372883355,-1.3633553158229437,1547.3192,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.21355890985512116,-1.1146582594821361,-0.41323797317165567,1621.8888,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.815508531709873,0.06303534123575723,-1.3955693445763906,718.3982,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.9745952174857718,-0.6163443520786765,-0.44651184347109096,2303.668,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.11966320224304478,0.7100976241515863,1.442064584825613,2748.4224,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.302064245172022,1.4038478813708777,1.7696361576079132,3775.086,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.9627712070564821,-0.5937576120208969,0.05700953295966108,4064.0432,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3883907119996304,-0.7823000797521384,0.893994428031719,1587.2672,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.581874519024372,-0.16316181178176598,-0.5365436110312245,214.3876,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.22715420614567902,-0.7784453693459485,0.38682642354607655,4078.025,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.04441949951120088,0.6594722875603828,-1.5317605939373382,838.908,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.106809152286012,0.014393766404479437,-1.5896620892187838,1065.28,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.2458062110259115,-0.9055491740621125,-1.6411207787495399,308.9312,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1.4765782057110737,1.856193622380766,-1.538161521450648,178.4344,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0.3668925112191036,0.12183079591280607,-1.5681721106373594,125.8362,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.3880570482941288,2.0288048184819014,-1.3724686645572939,163.7868,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.2483187432207046,0.28910846784649474,-0.7177507441722386,2741.7644,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.269816944001231,-1.281712054229023,1.86297308451815,3068.0064,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0870822373667532,-1.281712054229023,-0.770903891615426,2174.5028,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.011838534634909,0.6209336566281224,0.5455256147970575,2085.2856,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.6005265239046046,0.4535525775320229,0.09189410469676859,3791.0652,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.592289955709134,-0.12517237957337854,-0.20837930011986056,2797.6916,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8477558328806634,0.9167131996684713,-0.2974349826087647,1609.9044,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-1.3776864821206503,1.1108092791661637,-1.675412612357584,388.1614,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5281290170730549,-0.7670869252927526,-0.8598758176295712,2180.495,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.11966320224304478,0.7104743286124339,1.4436752862632851,3435.528,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.6435229254656581,-0.7605284897464766,-0.24165317041929604,2150.534,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.17340870419436188,1.0079442221482702,0.8360929327502736,2527.3768,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.839519264685193,0.061217407951089924,1.9154916155948947,6768.5228,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.13831520712327725,-0.46009313687334574,-0.2335577849935548,373.5138,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-1.3701621118474658,0.45759070398760826,0.5974932859821183,358.2004,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.4633007510259732,-1.281712054229023,0.1980747648710053,2428.8384,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.6005265239046046,-0.7787739557586606,2.0007750353167704,5815.0972,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6571182217562159,1.082071921510462,-1.2947297703694758,2576.646,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.5586050323825767,3.6815770811875255,0.8999701303654836,780.3176,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.1616295642763554,0.03550419965908398,0.046327361025018256,3134.5864,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.5586050323825772,1.8238814396699436,0.008221386412565776,850.8924,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.6230996347241579,-0.724022088430382,-0.38585604873122575,810.9444,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.40811762691888936,-0.01770804559912695,0.8919166231771218,3121.2704,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-0.13831520712327725,-0.7227961859285904,0.16857315733859848,4815.0656,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-1.050913830256642,-1.0863421873868064,1.7401345500755063,6258.52,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.7735870401878456,-0.3458327699148115,-0.561213114250614,2117.244,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.9520221066662184,0.11670797282689621,-1.6582876346722517,796.9626,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.4958817159022646,2.089686062282653,0.8618222775156515,4910.275,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-1.4733534755939945,-0.09465424602720764,0.6286474731895768,892.172,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.6005265239046046,-1.281712054229023,1.7058845947048418,3185.1872,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.0369399997492996,-0.5029783667079017,-0.8641989402882838,1062.6168,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.4142334234475458,-1.0467561726886885,-1.6545153719052232,484.7024,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.581874519024372,1.6389133500168007,-1.4485968573074397,147.8076,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.011838534634909,-0.7761320883516988,1.849578491362467,2543.356,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0548349361959626,2.5092016325142703,0.7154997161117451,184.4266,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.4095552490746561,-0.6387994476865088,0.5084794817305938,4865.6664,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.18415780458462547,0.2525162663759097,0.7251220465003996,1118.544,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0333367354154361,-0.47130858714698537,0.38411400232503645,2302.3364,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.8918271444807434,1.5055325498081158,-0.7274568310356524,2027.361,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.6033727198048988,0.7645890204785885,0.4698645254638369,3435.528,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6571182217562159,1.0801048339368446,-1.3172795904968886,599.22,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1.1730750404888604,-1.281712054229023,0.3825033008873642,4604.6728,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.0616629306469054,-1.0616271370868586,0.783023541781845,2285.0256,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.0681123908810635,2.3399124279439247,1.825968829689066,5580.7356,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.9466475564710867,-0.8113044770279655,-0.43468607351570054,2290.352,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.01217219834041053,-0.6359115680132514,0.5047490972009444,1207.0954,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.11966320224304478,0.9283044993164813,-0.8218535994918778,643.1628,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.3343115463428117,0.9056867429401134,-0.5805415315026823,1587.933,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.480877845867179,-1.281712054229023,1.3133759827613434,5305.0944,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.082086221388406,-0.1282734478524703,-0.6303476413583864,1697.79,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.21355890985512116,-1.007947237260662,0.6334795775025936,1427.4752,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8506020287809577,-0.40270367757049214,0.7562343554704787,4693.89,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.302064245172022,4.420505171689897,0.8634748571907033,583.2408,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.04157330361090659,-0.6718402029436158,0.48919294271590485,3091.9752,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.581874519024372,1.1746960353321614,0.5798174484051021,2479.4392,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.4486305446963887,-0.7880181984965647,0.3219312626222578,2716.464,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.592289955709134,-0.522673612408679,0.24092908732171556,3285.723,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.3948850427450716,1.1108930582071623,-0.7306363556736174,661.8052,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.7320282607825588,-0.5116676971895615,-0.3821256642015766,1523.3504,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.7105300600020317,-0.4961753375615316,-0.30332692846777004,369.519,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.8380816425294263,0.7641622351574641,-1.6282770454855404,690.4346,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.4633007510259732,-0.6215426365462141,-1.382683733075012,1381.535,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.4847989518064995,-0.24758889172736653,-1.3386858126035541,622.523,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.6435229254656581,-0.8079415579489634,-0.4261235846730344,1274.3412,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-1.0455392800615104,-1.0929207174653004,-0.33766064031319387,487.3656,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.13831520712327725,1.2715715419504148,1.691897263420095,1231.73,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.8692540336611901,0.16830258880776325,0.748180848282117,3755.112,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.13831520712327725,-0.7286312183150132,0.1444126357735133,4363.6532,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.8692540336611901,0.16857681892781173,0.7546236540328064,1314.2892,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.10891410185278158,-0.0438755768835853,0.162130351587909,1805.6496,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.6782827588312417,-0.3916869571677062,0.6044869516244916,2854.9504,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.9638461170955082,0.9698321433317311,0.6136421785962212,3896.2616,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8506020287809577,-0.7991166768268573,-1.6465037429542408,667.7974,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.4955480521967632,-0.6204210351608778,1.1449707046469488,3185.853,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9258457315128019,-0.37280176986774977,0.0028803004452441342,2247.7408,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.4930355200019703,0.9838143425055955,0.35622309623030235,1794.331,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
-1.3239409801693331,-1.281712054229023,-0.31723050327775787,2530.7058,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.7305906386267921,4.139809742785986,1.3589008481957146,679.116,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2916488084872597,-0.5837709404490182,-1.6041165239204553,812.276,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.10891410185278158,0.26922564726663684,1.4741948571043009,699.09,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.8391565525684525,-1.1747197279902786,-0.6217851525157203,2732.4432,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.3121169697400432,-0.025797144241241722,0.5787576068591137,176.437,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-1.418533063603651,0.1104646755150974,-0.31078769752706836,4097.3332,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.7940103309293463,-1.281712054229023,0.5186526720109322,3151.8972,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.1379815434177758,-0.6466611321932109,1.5798665356242327,5942.265,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8721002295614848,1.8424640429596135,0.8285902854535958,4843.695,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-1.1412062735348547,0.06136936070487473,-0.5151373889245588,2542.0244,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.25655531141617505,-0.4814773338371926,-0.011107030839502194,2552.6772,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.2458062110259115,-0.5027828239775547,1.3862408943987647,1141.847,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.04441949951120088,-0.5955571998138679,-1.5060312491719603,680.4476,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
-0.030824203220643012,-0.057036854171609426,0.2907770754147992,2085.9514,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.6030390560993975,2.0597090041388206,-0.7810770818957646,186.424,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-0.9015013348319805,-0.5005141435166132,0.7916279088618906,3036.048,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.04157330361090659,-0.3283292274582292,-1.2609469184157358,866.8716,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0548349361959626,-1.056067170473178,-0.7403424425370311,868.869,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2916488084872597,2.2845290015169755,-0.9435066576763947,1137.1864,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.3880570482941288,0.7073263471797883,-1.4207897076874643,928.1252,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-0.8413063726465051,0.403371633269864,0.1733633834142362,762.341,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.6567845580507146,-0.6436009137271969,-1.6223432213891555,707.0796,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.1705625082940676,-0.6246575222454289,0.6377189436865475,7968.2944,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1519105034138351,0.1305238965484797,0.31065635255855156,1438.128,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.13831520712327725,1.523330980496689,1.343895553602359,6976.2524,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.8391565525684525,-1.1036360976199486,-0.6330600625794267,101.2016,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
-1.0616629306469054,-1.0619735248453268,0.7653058259674492,952.094,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.1949517754861718,0.21188358696192644,-0.4019630631079492,1969.4364,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.1730750404888604,-0.11652310211967,0.39377821095107046,5262.4832,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
-1.2626711079448316,-0.5328883005632613,-1.2953225084985391,1314.2892,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.7510139293682924,-0.44198640864211475,-0.8083752498614356,535.3032,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.2268205424401775,-0.1775531698350508,-0.14297515754173737,263.6568,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-1.0261908993590363,-0.8956268088800886,0.21893012708598653,1402.1748,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.7735870401878456,-0.3424439261685182,-0.5773201286273375,1693.7952,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.0014230979501473348,0.49107373329135007,-0.5703683412223437,2143.876,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8183547276101677,-0.744910607310326,0.5899906386854404,2676.516,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2594015073164694,-1.281712054229023,-1.416466585028752,905.488,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.2483187432207046,-0.5168770977813049,1.6972802276247962,7370.406,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6893655229270064,-0.09942821326413502,1.382552388106495,6301.1312,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0333367354154361,0.31800910815180666,0.317099158309241,1597.92,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.818021063904666,1.7373320350875165,0.5996967255488539,529.311,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.1949517754861718,0.21160115578520866,-0.377802541542864,1969.4364,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3883907119996304,1.6609356163968163,-1.459871767371146,1034.6532,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.22715420614567902,-0.7763952800826759,0.33045187322754443,1794.331,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.18415780458462547,0.14102449452703988,0.9122630037377986,2768.3964,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
